"State";"Account Length";"Phone";"Int'l Plan";"VMail Plan";"Day Mins";"Area Code";"VMail Message";"Day Calls";"Day Charge";"Eve Mins";"Eve Calls";"Eve Charge";"Night Mins";"Night Calls";"Night Charge";"Intl Mins";"Intl Calls";"Intl Charge";"CustServ Calls";"Churn?"
"SC";"87";"360-5779";"no";"no";"136.300000";415.0;0.0;97.0;23.17;172.2;108.0;14.64;137.5;101.0;6.19;7.1;5.0;1.92;0.0;"False."
"VA";"141";"417-4885";"no";"no";"217.100000";415.0;0.0;110.0;36.91;241.5;111.0;20.53;253.5;103.0;11.41;12.0;6.0;3.24;0.0;"False."
"IA";"141";"406-4710";"no";"yes";"187.500000";510.0;36.0;99.0;31.88;241.4;116.0;20.52;229.5;105.0;10.33;10.5;5.0;2.84;3.0;"False."
"MI";"62";"409-8743";"no";"no";"98.900000";415.0;0.0;103.0;16.81;135.4;122.0;11.51;236.6;82.0;10.65;12.2;1.0;3.29;1.0;"False."
"OK";"146";"335-4584";"no";"no";"206.300000";415.0;0.0;151.0;35.07;148.6;89.0;12.63;167.2;91.0;7.52;6.1;3.0;1.65;1.0;"False."
"DE";"92";"361-9845";"no";"yes";"243.100000";415.0;33.0;92.0;41.33;213.8;92.0;18.17;228.7;104.0;10.29;12.1;2.0;3.27;2.0;"False."
"GA";"185";"366-5699";"no";"yes";"189.800000";510.0;31.0;126.0;32.27;163.3;133.0;13.88;264.8;126.0;11.92;7.5;3.0;2.03;1.0;"False."
"DC";"148";"329-9364";"no";"no";"202.000000";415.0;0.0;102.0;34.34;243.2;128.0;20.67;261.3;90.0;11.76;10.9;3.0;2.94;1.0;"False."
"AZ";"94";"390-7434";"no";"yes";"170.100000";408.0;38.0;124.0;28.92;193.3;116.0;16.43;105.9;73.0;4.77;12.8;4.0;3.46;1.0;"False."
"AL";"32";"404-9680";"no";"no";"230.900000";510.0;0.0;87.0;39.25;187.4;90.0;15.93;154.0;53.0;6.93;6.3;2.0;1.7;0.0;"False."
"CO";"68";"338-9398";"no";"no";"237.100000";408.0;0.0;105.0;40.31;223.5;105.0;19.0;97.4;79.0;4.38;13.2;2.0;3.56;1.0;"False."
"NH";"64";"394-2445";"no";"yes";"182.100000";408.0;27.0;91.0;30.96;169.7;98.0;14.42;164.7;86.0;7.41;10.6;5.0;2.86;2.0;"False."
"NM";"25";"381-2709";"no";"no";"119.300000";415.0;0.0;87.0;20.28;211.5;101.0;17.98;268.9;86.0;12.1;10.5;4.0;2.84;3.0;"False."
"OR";"65";"397-5060";"no";"no";"116.800000";415.0;0.0;87.0;19.86;178.9;93.0;15.21;182.4;150.0;8.21;14.1;2.0;3.81;1.0;"False."
"LA";"179";"415-2393";"no";"no";"219.200000";408.0;0.0;92.0;37.26;149.4;125.0;12.7;244.7;104.0;11.01;6.1;5.0;1.65;0.0;"False."
"NE";"94";"377-1765";"no";"no";"252.600000";415.0;0.0;104.0;42.94;169.0;125.0;14.37;170.9;106.0;7.69;11.1;7.0;3.0;2.0;"False."
"MN";"62";"409-2111";"no";"no";"147.100000";415.0;0.0;91.0;25.01;190.4;107.0;16.18;195.2;115.0;8.78;12.2;3.0;3.29;0.0;"False."
"MI";"127";"401-3170";"no";"no";"202.100000";415.0;0.0;103.0;34.36;229.4;86.0;19.5;195.2;113.0;8.78;11.5;3.0;3.11;2.0;"False."
"AR";"116";"405-5681";"no";"no";"173.500000";408.0;0.0;93.0;29.5;194.1;76.0;16.5;208.0;112.0;9.36;16.2;10.0;4.37;3.0;"False."
"KS";"70";"411-4582";"no";"no";"232.100000";408.0;0.0;122.0;39.46;292.3;112.0;24.85;201.2;112.0;9.05;0.0;0.0;0.0;3.0;"False."
"WV";"94";"355-5009";"yes";"yes";"197.100000";510.0;23.0;125.0;33.51;214.5;136.0;18.23;282.2;103.0;12.7;9.5;5.0;2.57;4.0;"False."
"AK";"126";"372-3750";"no";"no";"58.200000";415.0;0.0;94.0;9.89;138.7;118.0;11.79;136.8;91.0;6.16;11.9;1.0;3.21;5.0;"True."
"NY";"67";"405-2888";"no";"yes";"115.600000";408.0;36.0;111.0;19.65;237.7;94.0;20.2;169.9;103.0;7.65;9.9;12.0;2.67;2.0;"False."
"NH";"19";"361-3337";"no";"no";"186.100000";408.0;0.0;98.0;31.64;254.3;57.0;21.62;214.0;127.0;9.63;14.6;7.0;3.94;2.0;"False."
"VA";"170";"350-1639";"yes";"no";"259.900000";510.0;0.0;68.0;44.18;245.0;122.0;20.83;134.4;121.0;6.05;8.4;3.0;2.27;3.0;"False."
"NM";"73";"333-3221";"no";"no";"214.300000";415.0;0.0;145.0;36.43;268.5;135.0;22.82;241.2;92.0;10.85;10.8;13.0;2.92;1.0;"False."
"NY";"106";"422-1471";"no";"no";"158.700000";408.0;0.0;74.0;26.98;64.3;139.0;5.47;198.5;103.0;8.93;10.2;4.0;2.75;1.0;"False."
"AZ";"93";"399-7865";"no";"no";"271.600000";415.0;0.0;71.0;46.17;229.4;108.0;19.5;77.3;121.0;3.48;10.9;3.0;2.94;2.0;"False."
"WY";"164";"373-4819";"no";"no";"160.600000";510.0;0.0;111.0;27.3;163.2;126.0;13.87;187.1;112.0;8.42;9.0;3.0;2.43;1.0;"False."
"WA";"51";"338-6981";"no";"no";"232.400000";408.0;0.0;109.0;39.51;187.4;95.0;15.93;231.2;107.0;10.4;9.1;3.0;2.46;1.0;"False."
"CO";"107";"418-4365";"no";"no";"133.800000";415.0;0.0;85.0;22.75;180.5;94.0;15.34;112.2;115.0;5.05;8.9;4.0;2.4;0.0;"False."
"TX";"130";"359-5461";"no";"no";"176.900000";415.0;0.0;109.0;30.07;90.7;104.0;7.71;238.0;69.0;10.71;9.5;2.0;2.57;1.0;"False."
"KY";"80";"375-3586";"no";"no";"209.900000";408.0;0.0;74.0;35.68;195.1;77.0;16.58;208.2;119.0;9.37;8.8;4.0;2.38;2.0;"False."
"MT";"94";"407-8376";"no";"no";"137.500000";415.0;0.0;118.0;23.38;203.2;88.0;17.27;150.0;131.0;6.75;13.4;2.0;3.62;0.0;"False."
"OK";"118";"408-6496";"no";"yes";"289.500000";408.0;23.0;52.0;49.22;166.6;111.0;14.16;119.1;88.0;5.36;9.5;4.0;2.57;1.0;"False."
"MD";"117";"385-7688";"no";"yes";"198.100000";415.0;23.0;86.0;33.68;177.0;86.0;15.05;180.5;92.0;8.12;6.8;6.0;1.84;1.0;"False."
"TN";"78";"332-6934";"no";"no";"149.700000";415.0;0.0;119.0;25.45;182.2;115.0;15.49;261.5;126.0;11.77;9.7;8.0;2.62;0.0;"False."
"TX";"208";"378-3625";"no";"no";"326.500000";510.0;0.0;67.0;55.51;176.3;113.0;14.99;181.7;102.0;8.18;10.7;6.0;2.89;2.0;"True."
"ME";"131";"353-7292";"yes";"yes";"292.900000";510.0;26.0;101.0;49.79;199.7;97.0;16.97;255.3;127.0;11.49;13.8;7.0;3.73;4.0;"True."
"DC";"63";"399-6786";"no";"no";"83.000000";408.0;0.0;64.0;14.11;177.0;106.0;15.05;245.7;89.0;11.06;13.0;3.0;3.51;0.0;"False."
"MN";"53";"358-3261";"no";"yes";"145.700000";415.0;24.0;146.0;24.77;220.5;136.0;18.74;249.9;96.0;11.25;13.1;5.0;3.54;3.0;"False."
"DE";"62";"377-9932";"no";"no";"182.300000";408.0;0.0;101.0;30.99;328.2;93.0;27.9;245.0;131.0;11.03;11.2;1.0;3.02;2.0;"False."
"MD";"97";"397-4030";"no";"no";"218.000000";415.0;0.0;86.0;37.06;184.0;94.0;15.64;240.5;110.0;10.82;6.4;8.0;1.73;3.0;"False."
"MI";"105";"367-1062";"no";"no";"140.600000";510.0;0.0;109.0;23.9;178.6;51.0;15.18;217.0;83.0;9.76;6.8;3.0;1.84;2.0;"False."
"WA";"157";"341-8467";"no";"no";"152.700000";415.0;0.0;105.0;25.96;257.5;80.0;21.89;198.1;93.0;8.91;9.4;4.0;2.54;1.0;"False."
"MO";"66";"339-9453";"no";"yes";"106.700000";415.0;36.0;76.0;18.14;209.8;77.0;17.83;190.4;117.0;8.57;12.1;2.0;3.27;1.0;"False."
"IN";"122";"344-3388";"no";"no";"243.800000";415.0;0.0;98.0;41.45;83.9;72.0;7.13;179.8;84.0;8.09;13.7;8.0;3.7;2.0;"False."
"OR";"38";"375-8013";"no";"no";"194.400000";415.0;0.0;94.0;33.05;186.7;95.0;15.87;223.3;90.0;10.05;10.8;5.0;2.92;3.0;"False."
"MD";"106";"408-4142";"no";"no";"213.900000";510.0;0.0;95.0;36.36;151.9;70.0;12.91;260.1;124.0;11.7;12.2;5.0;3.29;3.0;"False."
"RI";"99";"386-3671";"no";"no";"217.200000";510.0;0.0;112.0;36.92;246.7;89.0;20.97;226.1;89.0;10.17;15.8;7.0;4.27;3.0;"False."
"LA";"99";"411-2284";"no";"no";"241.100000";415.0;0.0;72.0;40.99;155.6;98.0;13.23;188.2;109.0;8.47;11.6;10.0;3.13;1.0;"False."
"AZ";"144";"346-7795";"yes";"no";"203.500000";510.0;0.0;100.0;34.6;247.6;103.0;21.05;194.3;94.0;8.74;11.9;11.0;3.21;0.0;"False."
"PA";"82";"333-5609";"no";"yes";"155.200000";415.0;24.0;131.0;26.38;244.5;106.0;20.78;122.4;68.0;5.51;10.7;3.0;2.89;1.0;"False."
"AZ";"86";"405-1842";"no";"yes";"167.600000";408.0;31.0;139.0;28.49;113.0;118.0;9.61;246.9;121.0;11.11;12.2;6.0;3.29;1.0;"False."
"FL";"70";"366-6345";"yes";"no";"226.700000";510.0;0.0;98.0;38.54;228.1;115.0;19.39;73.2;93.0;3.29;17.6;4.0;4.75;2.0;"True."
"LA";"93";"337-9345";"no";"no";"179.300000";415.0;0.0;93.0;30.48;178.6;98.0;15.18;225.2;131.0;10.13;11.5;6.0;3.11;3.0;"False."
"FL";"93";"328-6770";"no";"no";"151.400000";415.0;0.0;89.0;25.74;186.4;76.0;15.84;172.5;120.0;7.76;10.9;3.0;2.94;0.0;"False."
"FL";"120";"380-7321";"no";"no";"180.000000";415.0;0.0;80.0;30.6;224.2;82.0;19.06;265.4;91.0;11.94;4.7;7.0;1.27;3.0;"False."
"MD";"136";"375-1476";"no";"no";"250.200000";415.0;0.0;121.0;42.53;267.1;118.0;22.7;151.0;114.0;6.8;13.0;2.0;3.51;1.0;"True."
"AL";"106";"356-1567";"no";"no";"223.000000";415.0;0.0;121.0;37.91;110.1;98.0;9.36;188.7;107.0;8.49;7.1;12.0;1.92;0.0;"False."
"WA";"81";"422-6685";"no";"no";"183.600000";415.0;0.0;116.0;31.21;152.6;98.0;12.97;212.2;99.0;9.55;12.2;6.0;3.29;3.0;"False."
"TN";"127";"336-1090";"no";"yes";"166.000000";408.0;22.0;114.0;28.22;174.5;103.0;14.83;244.9;68.0;11.02;10.2;6.0;2.75;1.0;"False."
"MS";"65";"343-2095";"no";"no";"136.100000";415.0;0.0;112.0;23.14;272.9;96.0;23.2;220.2;104.0;9.91;4.4;2.0;1.19;1.0;"False."
"ME";"35";"345-3934";"no";"no";"149.300000";408.0;0.0;113.0;25.38;242.2;122.0;20.59;174.3;104.0;7.84;8.9;6.0;2.4;2.0;"False."
"OK";"88";"338-8050";"no";"no";"65.400000";408.0;0.0;97.0;11.12;168.2;76.0;14.3;236.0;113.0;10.62;13.8;1.0;3.73;2.0;"False."
"IN";"65";"388-9568";"no";"no";"213.400000";415.0;0.0;111.0;36.28;234.5;94.0;19.93;250.1;123.0;11.25;2.7;4.0;0.73;1.0;"False."
"MO";"123";"402-6591";"no";"no";"206.900000";415.0;0.0;85.0;35.17;244.7;78.0;20.8;221.5;136.0;9.97;7.7;2.0;2.08;3.0;"False."
"IA";"126";"403-6419";"no";"yes";"186.200000";408.0;27.0;78.0;31.65;189.6;83.0;16.12;76.5;139.0;3.44;9.6;3.0;2.59;2.0;"False."
"VA";"104";"386-9790";"no";"yes";"280.200000";415.0;23.0;136.0;47.63;220.5;92.0;18.74;136.9;102.0;6.16;13.3;3.0;3.59;4.0;"False."
"KY";"45";"378-5692";"no";"yes";"196.600000";415.0;22.0;84.0;33.42;313.2;92.0;26.62;163.3;108.0;7.35;11.9;3.0;3.21;0.0;"False."
"MD";"93";"360-3324";"yes";"no";"312.000000";408.0;0.0;109.0;53.04;129.4;100.0;11.0;217.6;74.0;9.79;10.5;2.0;2.84;0.0;"True."
"OH";"63";"410-3719";"yes";"yes";"199.000000";415.0;36.0;110.0;33.83;291.3;111.0;24.76;197.6;92.0;8.89;11.0;6.0;2.97;1.0;"False."
"OK";"100";"352-4221";"no";"no";"203.100000";415.0;0.0;96.0;34.53;217.0;126.0;18.45;180.9;122.0;8.14;13.5;2.0;3.65;3.0;"False."
"NV";"53";"327-6179";"no";"no";"168.800000";415.0;0.0;97.0;28.7;220.3;87.0;18.73;154.3;113.0;6.94;10.9;2.0;2.94;0.0;"False."
"ID";"92";"359-6196";"yes";"no";"173.100000";415.0;0.0;140.0;29.43;240.3;105.0;20.43;233.2;117.0;10.49;9.0;5.0;2.43;1.0;"False."
"MN";"139";"374-9107";"no";"no";"134.400000";510.0;0.0;106.0;22.85;211.3;98.0;17.96;193.6;125.0;8.71;10.2;2.0;2.75;5.0;"True."
"SD";"110";"357-4078";"no";"yes";"202.600000";408.0;40.0;103.0;34.44;118.8;128.0;10.1;234.9;98.0;10.57;9.0;9.0;2.43;2.0;"False."
"IL";"110";"366-5780";"no";"no";"74.500000";408.0;0.0;117.0;12.67;200.8;98.0;17.07;192.2;101.0;8.65;9.8;7.0;2.65;3.0;"False."
"WY";"215";"393-9619";"no";"no";"83.600000";510.0;0.0;148.0;14.21;120.9;91.0;10.28;226.6;110.0;10.2;10.7;9.0;2.89;0.0;"False."
"AL";"73";"355-9295";"no";"no";"192.200000";415.0;0.0;86.0;32.67;168.6;116.0;14.33;139.8;87.0;6.29;9.4;6.0;2.54;1.0;"False."
"NJ";"138";"400-5751";"no";"no";"220.200000";510.0;0.0;89.0;37.43;88.3;125.0;7.51;195.3;79.0;8.79;12.9;5.0;3.48;0.0;"False."
"NV";"137";"338-1027";"yes";"no";"135.100000";415.0;0.0;95.0;22.97;134.1;102.0;11.4;223.1;81.0;10.04;12.3;2.0;3.32;2.0;"True."
"IN";"36";"405-8867";"no";"no";"253.400000";415.0;0.0;77.0;43.08;182.4;151.0;15.5;275.8;103.0;12.41;8.4;2.0;2.27;1.0;"False."
"WV";"85";"336-5616";"no";"no";"225.000000";408.0;0.0;81.0;38.25;176.9;63.0;15.04;194.3;110.0;8.74;7.1;2.0;1.92;3.0;"False."
"VA";"108";"335-1697";"no";"no";"198.500000";408.0;0.0;99.0;33.75;267.8;60.0;22.76;354.9;75.0;15.97;9.4;3.0;2.54;0.0;"True."
"SC";"22";"331-5138";"no";"no";"110.300000";408.0;0.0;107.0;18.75;166.5;93.0;14.15;202.3;96.0;9.1;9.5;5.0;2.57;0.0;"False."
"RI";"107";"385-8240";"no";"yes";"60.000000";415.0;37.0;102.0;10.2;102.2;80.0;8.69;261.8;106.0;11.78;11.1;3.0;3.0;0.0;"False."
"IN";"51";"348-1359";"no";"no";"214.800000";510.0;0.0;94.0;36.52;149.7;58.0;12.72;283.4;66.0;12.75;10.2;5.0;2.75;0.0;"False."
"AZ";"94";"354-7339";"no";"no";"181.800000";408.0;0.0;85.0;30.91;202.4;98.0;17.2;245.9;97.0;11.07;9.2;2.0;2.48;4.0;"False."
"NM";"119";"349-1687";"no";"yes";"154.000000";510.0;23.0;114.0;26.18;278.0;137.0;23.63;228.4;112.0;10.28;11.8;4.0;3.19;2.0;"False."
"OR";"33";"380-2558";"no";"yes";"157.400000";415.0;29.0;99.0;26.76;117.9;80.0;10.02;279.2;79.0;12.56;13.9;11.0;3.75;4.0;"True."
"NJ";"106";"365-2153";"no";"no";"207.900000";415.0;0.0;91.0;35.34;172.0;109.0;14.62;191.8;143.0;8.63;14.4;7.0;3.89;4.0;"False."
"MS";"82";"345-6043";"no";"no";"207.000000";408.0;0.0;90.0;35.19;232.9;83.0;19.8;172.4;108.0;7.76;9.1;8.0;2.46;3.0;"False."
"MI";"86";"349-2808";"no";"yes";"119.000000";510.0;41.0;101.0;20.23;230.0;134.0;19.55;236.9;58.0;10.66;9.5;3.0;2.57;0.0;"False."
"TX";"97";"411-1715";"yes";"no";"143.700000";415.0;0.0;117.0;24.43;273.0;82.0;23.21;178.3;81.0;8.02;10.9;3.0;2.94;0.0;"False."
"FL";"106";"385-2488";"no";"yes";"165.900000";408.0;32.0;126.0;28.2;216.5;93.0;18.4;173.1;86.0;7.79;14.1;8.0;3.81;4.0;"False."
"DC";"108";"377-7177";"no";"no";"138.600000";510.0;0.0;122.0;23.56;172.3;117.0;14.65;231.6;92.0;10.42;9.8;3.0;2.65;1.0;"False."
"TX";"114";"342-1099";"no";"no";"84.700000";415.0;0.0;118.0;14.4;249.9;86.0;21.24;193.4;95.0;8.7;14.5;8.0;3.92;1.0;"False."
"KS";"92";"386-4170";"yes";"no";"62.600000";408.0;0.0;111.0;10.64;180.6;126.0;15.35;221.7;80.0;9.98;10.4;2.0;2.81;1.0;"True."
"UT";"59";"413-1269";"no";"no";"155.200000";510.0;0.0;79.0;26.38;235.3;123.0;20.0;169.4;80.0;7.62;8.7;4.0;2.35;1.0;"False."
"MN";"24";"396-4460";"no";"yes";"164.900000";510.0;25.0;110.0;28.03;209.3;105.0;17.79;231.2;55.0;10.4;6.7;9.0;1.81;1.0;"False."
"IL";"151";"334-2730";"no";"no";"134.500000";408.0;0.0;88.0;22.87;143.1;112.0;12.16;223.9;61.0;10.08;15.4;1.0;4.16;1.0;"False."
"NM";"117";"340-3182";"no";"no";"143.300000";415.0;0.0;103.0;24.36;211.3;108.0;17.96;185.2;96.0;8.33;11.5;3.0;3.11;1.0;"False."
"SC";"78";"377-8608";"no";"no";"168.300000";510.0;0.0;110.0;28.61;221.2;73.0;18.8;241.0;136.0;10.85;12.5;1.0;3.38;1.0;"False."
"NC";"155";"417-3676";"no";"no";"262.400000";408.0;0.0;55.0;44.61;194.6;113.0;16.54;146.5;85.0;6.59;8.3;6.0;2.24;2.0;"False."
"WV";"114";"417-6774";"no";"yes";"206.200000";510.0;30.0;79.0;35.05;260.0;91.0;22.1;291.6;83.0;13.12;11.4;6.0;3.08;1.0;"False."
"RI";"114";"411-9554";"no";"yes";"225.800000";510.0;28.0;94.0;38.39;193.0;117.0;16.41;232.4;100.0;10.46;8.4;9.0;2.27;4.0;"False."
"NH";"119";"420-3192";"no";"no";"138.300000";408.0;0.0;89.0;23.51;170.5;78.0;14.49;263.9;98.0;11.88;13.5;6.0;3.65;3.0;"False."
"MO";"64";"389-1475";"no";"yes";"94.400000";510.0;48.0;104.0;16.05;136.2;101.0;11.58;147.4;89.0;6.63;4.5;4.0;1.22;0.0;"False."
"MA";"118";"343-7734";"yes";"no";"160.000000";408.0;0.0;123.0;27.2;175.4;96.0;14.91;184.8;99.0;8.32;9.9;3.0;2.67;2.0;"False."
"PA";"101";"410-3390";"no";"no";"206.600000";415.0;0.0;105.0;35.12;224.9;117.0;19.12;249.9;100.0;11.25;14.6;3.0;3.94;0.0;"False."
"OK";"117";"344-6495";"no";"no";"134.700000";415.0;0.0;121.0;22.9;180.0;83.0;15.3;200.9;104.0;9.04;7.7;3.0;2.08;1.0;"False."
"AL";"49";"331-6229";"no";"yes";"214.400000";415.0;28.0;78.0;36.45;235.2;100.0;19.99;206.2;107.0;9.28;8.0;13.0;2.16;3.0;"False."
"WY";"139";"337-7501";"no";"no";"192.800000";415.0;0.0;104.0;32.78;234.4;96.0;19.92;203.2;101.0;9.14;13.0;3.0;3.51;3.0;"False."
"PA";"92";"339-9631";"no";"yes";"151.100000";408.0;28.0;90.0;25.69;194.8;79.0;16.56;239.2;114.0;10.76;10.0;3.0;2.7;1.0;"False."
"WA";"83";"369-4384";"no";"no";"221.400000";415.0;0.0;103.0;37.64;231.8;103.0;19.7;122.5;100.0;5.51;9.8;5.0;2.65;3.0;"False."
"HI";"148";"416-3915";"yes";"no";"218.900000";510.0;0.0;88.0;37.21;208.0;85.0;17.68;203.3;99.0;9.15;11.1;4.0;3.0;0.0;"False."
"SD";"144";"339-3049";"no";"yes";"189.800000";408.0;48.0;96.0;32.27;123.4;67.0;10.49;214.2;106.0;9.64;6.5;2.0;1.76;2.0;"True."
"AL";"131";"361-7998";"no";"yes";"192.700000";415.0;25.0;85.0;32.76;225.9;105.0;19.2;254.2;59.0;11.44;10.9;6.0;2.94;2.0;"False."
"VT";"146";"355-4842";"yes";"no";"204.400000";510.0;0.0;135.0;34.75;219.1;90.0;18.62;222.7;114.0;10.02;10.5;6.0;2.84;3.0;"False."
"MT";"143";"387-6440";"no";"no";"172.300000";415.0;0.0;97.0;29.29;174.0;108.0;14.79;188.2;119.0;8.47;13.0;4.0;3.51;2.0;"False."
"MN";"81";"369-2625";"no";"no";"198.400000";415.0;0.0;93.0;33.73;210.9;108.0;17.93;193.3;71.0;8.7;10.4;6.0;2.81;2.0;"False."
"AK";"48";"389-7073";"no";"yes";"211.700000";415.0;37.0;115.0;35.99;159.9;84.0;13.59;144.1;80.0;6.48;12.2;1.0;3.29;1.0;"False."
"MI";"86";"370-8463";"no";"yes";"221.600000";415.0;28.0;74.0;37.67;288.4;100.0;24.51;240.3;105.0;10.81;9.0;2.0;2.43;1.0;"False."
"DE";"71";"362-7318";"no";"no";"197.900000";415.0;0.0;108.0;33.64;181.5;109.0;15.43;281.4;56.0;12.66;6.7;5.0;1.81;3.0;"False."
"SD";"145";"412-1194";"no";"yes";"147.500000";408.0;24.0;90.0;25.08;175.7;108.0;14.93;252.1;102.0;11.34;15.6;3.0;4.21;2.0;"False."
"MI";"137";"355-9508";"no";"no";"206.400000";510.0;0.0;122.0;35.09;128.0;102.0;10.88;194.5;84.0;8.75;8.8;5.0;2.38;2.0;"False."
"KS";"137";"352-8202";"no";"no";"205.900000";408.0;0.0;88.0;35.0;209.3;86.0;17.79;289.9;84.0;13.05;14.5;4.0;3.92;2.0;"False."
"AL";"167";"335-5882";"no";"no";"207.600000";510.0;0.0;88.0;35.29;132.4;63.0;11.25;255.2;98.0;11.48;14.1;5.0;3.81;0.0;"False."
"OK";"89";"352-6976";"no";"no";"303.900000";510.0;0.0;95.0;51.66;260.9;114.0;22.18;312.1;89.0;14.04;5.3;3.0;1.43;1.0;"True."
"CT";"199";"393-6733";"no";"yes";"230.600000";415.0;34.0;121.0;39.2;219.4;99.0;18.65;299.3;94.0;13.47;8.0;2.0;2.16;0.0;"False."
"NE";"132";"335-1838";"no";"no";"99.500000";510.0;0.0;110.0;16.92;129.1;80.0;10.97;125.1;124.0;5.63;9.7;3.0;2.62;0.0;"False."
"WI";"94";"355-6930";"no";"no";"177.100000";510.0;0.0;112.0;30.11;194.0;112.0;16.49;146.7;108.0;6.6;5.9;4.0;1.59;1.0;"False."
"CT";"96";"387-5860";"no";"yes";"172.700000";415.0;37.0;93.0;29.36;120.1;116.0;10.21;216.1;86.0;9.72;10.3;5.0;2.78;5.0;"True."
"WI";"96";"343-2605";"no";"yes";"172.700000";510.0;18.0;86.0;29.36;133.4;113.0;11.34;259.5;70.0;11.68;9.8;3.0;2.65;1.0;"False."
"IN";"166";"350-6759";"no";"no";"204.200000";510.0;0.0;115.0;34.71;179.9;152.0;15.29;216.8;109.0;9.76;9.5;5.0;2.57;1.0;"False."
"DC";"74";"371-1514";"no";"no";"85.700000";415.0;0.0;83.0;14.57;247.7;67.0;21.05;142.4;85.0;6.41;10.1;5.0;2.73;2.0;"False."
"AR";"36";"346-9317";"no";"no";"157.600000";415.0;0.0;117.0;26.79;184.3;58.0;15.67;240.4;99.0;10.82;11.9;1.0;3.21;0.0;"False."
"ME";"113";"398-4313";"no";"no";"215.500000";415.0;0.0;129.0;36.64;218.7;117.0;18.59;207.1;91.0;9.32;6.6;9.0;1.78;4.0;"False."
"MN";"94";"412-4399";"no";"no";"181.500000";415.0;0.0;98.0;30.86;199.9;88.0;16.99;287.7;114.0;12.95;6.6;5.0;1.78;1.0;"False."
"MD";"67";"330-1835";"no";"no";"171.700000";415.0;0.0;80.0;29.19;110.4;81.0;9.38;195.4;111.0;8.79;11.9;4.0;3.21;2.0;"False."
"FL";"127";"416-1676";"no";"no";"266.600000";415.0;0.0;106.0;45.32;264.8;168.0;22.51;207.2;119.0;9.32;5.9;2.0;1.59;1.0;"True."
"RI";"121";"329-7347";"no";"no";"170.400000";408.0;0.0;108.0;28.97;350.5;68.0;29.79;297.0;87.0;13.37;11.2;3.0;3.02;0.0;"True."
"IA";"158";"360-6868";"no";"no";"158.000000";415.0;0.0;106.0;26.86;292.5;114.0;24.86;241.1;89.0;10.85;9.1;4.0;2.46;1.0;"False."
"AZ";"136";"405-6641";"no";"no";"92.000000";510.0;0.0;117.0;15.64;253.6;77.0;21.56;214.1;90.0;9.63;10.3;10.0;2.78;1.0;"False."
"MO";"196";"393-2373";"no";"no";"234.000000";415.0;0.0;109.0;39.78;249.5;114.0;21.21;173.1;70.0;7.79;9.1;5.0;2.46;2.0;"False."
"VT";"113";"419-1714";"no";"no";"272.100000";415.0;0.0;111.0;46.26;268.5;118.0;22.82;213.8;105.0;9.62;8.5;10.0;2.3;1.0;"True."
"IN";"122";"336-3819";"no";"no";"296.400000";408.0;0.0;99.0;50.39;214.8;89.0;18.26;133.9;107.0;6.03;11.4;3.0;3.08;4.0;"True."
"RI";"112";"341-3464";"no";"no";"194.400000";510.0;0.0;101.0;33.05;190.3;82.0;16.18;183.4;107.0;8.25;11.4;2.0;3.08;0.0;"False."
"SD";"209";"413-5310";"no";"no";"227.200000";415.0;0.0;128.0;38.62;258.4;92.0;21.96;183.5;74.0;8.26;8.9;4.0;2.4;3.0;"False."
"MN";"62";"366-7912";"no";"no";"248.700000";415.0;0.0;109.0;42.28;220.0;118.0;18.7;265.7;78.0;11.96;13.2;2.0;3.56;1.0;"True."
"TX";"110";"399-8845";"no";"yes";"236.300000";415.0;38.0;102.0;40.17;195.9;112.0;16.65;183.5;82.0;8.26;9.7;6.0;2.62;1.0;"False."
"VA";"16";"368-2583";"no";"no";"205.600000";510.0;0.0;69.0;34.95;169.5;93.0;14.41;220.1;64.0;9.9;10.9;3.0;2.94;0.0;"False."
"MA";"73";"360-6309";"no";"no";"94.100000";408.0;0.0;136.0;16.0;280.3;122.0;23.83;205.0;77.0;9.23;9.8;4.0;2.65;0.0;"False."
"ID";"128";"359-5890";"no";"no";"125.200000";408.0;0.0;99.0;21.28;205.4;107.0;17.46;254.4;111.0;11.45;18.9;2.0;5.1;0.0;"False."
"MA";"39";"332-2462";"no";"no";"60.400000";408.0;0.0;158.0;10.27;306.2;120.0;26.03;123.9;46.0;5.58;12.4;3.0;3.35;1.0;"False."
"GA";"103";"381-9196";"no";"yes";"121.000000";415.0;28.0;105.0;20.57;270.4;100.0;22.98;160.5;76.0;7.22;7.7;4.0;2.08;2.0;"False."
"RI";"119";"329-3222";"no";"yes";"117.800000";415.0;29.0;66.0;20.03;256.8;114.0;21.83;147.6;76.0;6.64;7.6;3.0;2.05;3.0;"False."
"ID";"173";"363-5819";"no";"yes";"232.400000";510.0;21.0;96.0;39.51;211.9;118.0;18.01;273.0;102.0;12.29;5.0;5.0;1.35;3.0;"False."
"SD";"128";"413-9269";"yes";"yes";"223.500000";510.0;32.0;81.0;38.0;188.8;74.0;16.05;154.9;101.0;6.97;9.4;2.0;2.54;2.0;"True."
"MA";"86";"330-7483";"no";"no";"176.300000";510.0;0.0;79.0;29.97;259.2;97.0;22.03;287.4;78.0;12.93;6.2;3.0;1.67;0.0;"False."
"WY";"114";"403-7775";"no";"yes";"125.200000";415.0;32.0;79.0;21.28;177.8;105.0;15.11;232.4;89.0;10.46;12.9;3.0;3.48;1.0;"False."
